SL NO,Hotel_name,Location,Price,Discount,Total Rating,Rating(out of 5),Hotel ID,Booking ID,Booking Status,Payment Mode (online/offline),No of Guest,check in time,check in status,Total Price,Customer ID,Review,URL
580,OYO Flagship 551 Karol Bagh,"Next to Baptist Church,D.B Gupta Road, Near Police Station, Karol Bagh",2449,25%,69,4,50704,XYZ4880,confirmed,offline,1,5:00pm,completed,2500,CUST1145,Would definitely recommend to others.,https://www.oyorooms.com/50704
581,OYO Rooms 676 Safdarjung Enclave 2,"B Block, Safdurjung Enclave",4199,25%,107,5,59129,XYZ4881,confirmed,offline,2,12:00pm,completed,2500,CUST1345,Room was not clean upon arrival.,https://www.oyorooms.com/59129
582,OYO Rooms 591 Hauz Khas Village,SDA,2249,25%,77,1,115541,XYZ4882,confirmed,offline,2,4:00pm,completed,2500,CUST1277,Room was not clean upon arrival.,https://www.oyorooms.com/115541
583,OYO Rooms 555 Pitampura,"Rajdhani Enclave,Pitampura",3099,25%,130,2,205149,XYZ4883,confirmed,offline,2,12:00pm,completed,6500,CUST1092,Would definitely recommend to others.,https://www.oyorooms.com/205149
584,OYO Rooms 545 Rohini Pitampura,"Saraswati Vihar, Pitampura",3399,25%,24,4,49664,XYZ4884,confirmed,offline,2,12:00pm,completed,6500,CUST1289,Check-in process was slow and frustrating.,https://www.oyorooms.com/49664
585,OYO Rooms 547 Paschim Vihar 2,"Paschim Enclave, Nh-10",5649,25%,129,3,53420,XYZ4885,confirmed,offline,3,12:00pm,completed,6500,CUST1141,"Poor service, not worth the price.",https://www.oyorooms.com/53420
586,OYO Rooms 354 GK2 M Block Market,"E Block,Greater Kailash II",3849,25%,1,4,75883,XYZ4886,confirmed,offline,3,12:00pm,completed,4500,CUST1429,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/75883
587,OYO Rooms 498 South Ex Market,"C Block, South Extension 1",2099,25%,35,5,109398,XYZ4887,confirmed,offline,3,12:00pm,completed,4500,CUST1200,"Average experience, nothing special.",https://www.oyorooms.com/109398
588,OYO Premium 608 GK2 M Block Market,"Ground Floor, Greater Kailash II, Road No. 10, Near M Block Market",3599,25%,22,4,114792,XYZ4888,confirmed,offline,3,4:00pm,completed,6500,CUST1493,Check-in process was slow and frustrating.,https://www.oyorooms.com/114792
589,OYO Rooms 010 Karol Bagh 1078,"Karol Bagh, New Delhi",3399,25%,16,5,58640,XYZ4889,confirmed,offline,4,1:00pm,completed,6500,CUST1263,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/58640
590,OYO Premium 208 GK 1 M Block Market,Greater Kailash,2549,25%,23,4,91418,XYZ4890,confirmed,offline,2,5:30pm,completed,3600,CUST1259,"Poor service, not worth the price.",https://www.oyorooms.com/91418
591,OYO Rooms 091 WEA Karol Bagh,Karol Bagh,3049,25%,104,2,80499,XYZ4891,confirmed,offline,2,12:00pm,completed,6300,CUST1078,Very affordable with good facilities.,https://www.oyorooms.com/80499
592,OYO Rooms 124 Kirti Nagar,Kirti Nagar,3599,25%,588,1,188940,XYZ4892,confirmed,offline,2,12:30pm,completed,3600,CUST1067,Room was not clean upon arrival.,https://www.oyorooms.com/188940
593,OYO Premium 404 International Airport Terminal 3 Extension,"A Block, Mahipalpur Extension, NH8, New",2199,25%,1875,4,188972,XYZ4893,confirmed,offline,2,2:30pm,completed,6300,CUST1333,Check-in process was slow and frustrating.,https://www.oyorooms.com/188972
594,OYO Rooms 039 Near Qutub Road Arya Nagar Paharganj,Paharganj,3049,25%,995,2,188975,XYZ4894,confirmed,offline,3,4:30pm,completed,8520,CUST1262,Excellent location and friendly staff.,https://www.oyorooms.com/188975
595,OYO Homes 330 New Friends Colony,Friends Colony East,2299,25%,1144,3,189534,XYZ4895,confirmed,offline,3,12:88pm,completed,2580,CUST1486,"Great stay, very clean and comfortable.",https://www.oyorooms.com/189534
596,OYO Premium 081 Domestic Airport Delhi,"Khasara No.395, Vasant Kunj Road, Mahipalpur",2149,25%,2051,4,189536,XYZ4896,confirmed,offline,3,12:33pm,completed,6930,CUST1312,"Average experience, nothing special.",https://www.oyorooms.com/189536
597,OYO Rooms 031 Near IGI Airport Aerocity,"National Highway No. 8, Mahipalpur",2549,25%,644,4,190181,XYZ4897,confirmed,offline,3,12:22pm,completed,4520,CUST1204,Very affordable with good facilities.,https://www.oyorooms.com/190181
598,OYO Rooms 437 North Campus,"Opposite Parmarth Hospital, Above Allahabad Bank",4949,25%,34,3,193042,XYZ4898,confirmed,offline,3,5:22pm,completed,6523,CUST1365,Check-in process was slow and frustrating.,https://www.oyorooms.com/193042
599,OYO Rooms 541 Dwarka Sector 13 Metro Station,"Sector 13, Dwarka",2199,25%,664,4,193818,XYZ4899,confirmed,offline,3,12:40pm,completed,2591,CUST1320,Would definitely recommend to others.,https://www.oyorooms.com/193818
600,OYO Rooms 079 Delhi International Airport,"Mahipalpur Extn, Near Airport, National Highway -8",3399,25%,119,3,173232,XYZ4900,confirmed,offline,1,12:33pm,completed,2630,CUST1480,Very affordable with good facilities.,https://www.oyorooms.com/173232
601,OYO Rooms 190 Opp IGI Airport,"NH 8, Near IGI Airport Road No. 1, Mahipalpur Extension",1649,25%,477,5,183192,XYZ4901,confirmed,offline,2,2:30pm,completed,2500,CUST1023,Room was not clean upon arrival.,https://www.oyorooms.com/183192
602,OYO Rooms 506 GK 1 Market,Greater Kailash 1,1799,25%,589,4,196722,XYZ4902,confirmed,offline,2,12:30pm,completed,6500,CUST1232,Room was not clean upon arrival.,https://www.oyorooms.com/196722
603,OYO Rooms 540 Near Pitampura Metro,Dakshini Pitampura,1649,25%,470,3,210136,XYZ4903,confirmed,offline,2,12:00pm,completed,2600,CUST1352,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/210136
604,OYO Rooms 051 New Friends Colony Market,New Friends Colony,3799,25%,465,4,94527,XYZ4904,confirmed,offline,1,12:00pm,completed,5200,CUST1327,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/94527
605,OYO Premium 586 Near Meera Bagh,"Outer Ring Road, Meera Bagh",1649,25%,711,5,108304,XYZ4905,confirmed,offline,1,9:50pm,completed,4500,CUST1461,Room was not clean upon arrival.,https://www.oyorooms.com/108304
606,OYO Premium 311 Ring Road GK1 2,Greater Kailash 1,2299,25%,16,4,111800,XYZ4906,confirmed,offline,1,4:00pm,completed,6500,CUST1017,"Great stay, very clean and comfortable.",https://www.oyorooms.com/111800
607,OYO Rooms 028 Friends Hospital NFC,Maharani Bagh,2049,25%,2617,5,113895,XYZ4907,confirmed,offline,1,3:30pm,completed,5200,CUST1232,"Great stay, very clean and comfortable.",https://www.oyorooms.com/113895
608,OYO Rooms 082 Patel Nagar Main Market,Main Market,1699,25%,3524,4,114922,XYZ4908,confirmed,offline,1,12:00pm,completed,4500,CUST1290,"Average experience, nothing special.",https://www.oyorooms.com/114922
609,OYO Premium 510 International Airport Terminal 3,Opposite Kapashera Police Station Kapashera,1799,25%,253,3,115330,XYZ4909,confirmed,offline,1,3:00pm,completed,3200,CUST1144,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/115330
610,OYO Rooms 566 Saket J Block,"Opposite J Block Market, Saket",5999,25%,429,5,173479,XYZ4910,confirmed,offline,1,2:30pm,completed,4200,CUST1057,"Great stay, very clean and comfortable.",https://www.oyorooms.com/173479
611,OYO Rooms 157 Delhi Airport 2,"Opposite Indra Gandhi International Airport, Mahipalpur Extension, NH-8",1599,25%,1457,4,206004,XYZ4911,confirmed,offline,1,1:50pm,completed,4500,CUST1252,"Average experience, nothing special.",https://www.oyorooms.com/206004
612,OYO Rooms 184 Aerodrome Near IGI Airport,"Mahipalpur, NH-8, Near IGI Airport",2299,25%,1144,2,206595,XYZ4912,confirmed,offline,1,12:66pm,completed,4560,CUST1165,Check-in process was slow and frustrating.,https://www.oyorooms.com/206595
613,OYO Premium 069 Patel Nagar,Metro Pillar No. 162,2049,25%,74,2,207386,XYZ4913,confirmed,offline,1,12:00pm,completed,2500,CUST1357,Check-in process was slow and frustrating.,https://www.oyorooms.com/207386
614,OYO Rooms 524 International Airport Delhi,"A Block, N.H.8, Mahipalpur New",1599,25%,2664,4,207911,XYZ4914,confirmed,offline,1,12:22pm,completed,8520,CUST1179,Check-in process was slow and frustrating.,https://www.oyorooms.com/207911
615,OYO Rooms 205 Dwarka Sector 12 Metro Station,Dwarka,3799,25%,207,5,207924,XYZ4915,confirmed,offline,1,4:30pm,completed,4500,CUST1226,"Poor service, not worth the price.",https://www.oyorooms.com/207924
616,OYO Premium 405 GK1 Near M Block Market,Greater Kailash -1,2049,25%,1360,5,210326,XYZ4916,confirmed,offline,1,12:00pm,completed,6500,CUST1146,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/210326
617,OYO Rooms 535 Chattarpur,Chandan Hola,4199,25%,69,3,210469,XYZ4917,confirmed,offline,1,12:00pm,completed,5200,CUST1258,"Average experience, nothing special.",https://www.oyorooms.com/210469
618,OYO Rooms 321 Near RK Ashram Metro Station 3,Paharganj,1799,25%,2655,4,211269,XYZ4918,confirmed,offline,1,5:30pm,completed,2500,CUST1160,"Great stay, very clean and comfortable.",https://www.oyorooms.com/211269
619,OYO Rooms 219 Grace Church NFC,Kirokli,2999,25%,360,3,211705,XYZ4919,confirmed,offline,1,12:30pm,completed,6200,CUST1141,"Great stay, very clean and comfortable.",https://www.oyorooms.com/211705
620,OYO Rooms 170 Shadipur Metro Station,West Patel Nagar,2999,25%,1675,4,211888,XYZ4920,confirmed,offline,1,12:00pm,completed,3500,CUST1222,"Great stay, very clean and comfortable.",https://www.oyorooms.com/211888
621,OYO Rooms 365 Indra Gandhi Airport Main Road,"Next to Hotel Radisson, Near IGI Airport, Rangpuri",2599,25%,1342,3,212624,XYZ4921,confirmed,offline,2,2:50pm,completed,4500,CUST1063,"Poor service, not worth the price.",https://www.oyorooms.com/212624
622,OYO Rooms 088 East Patel Nagar,Near Metro Pillar No.161,1299,25%,957,4,50486,XYZ4922,confirmed,offline,2,9:20pm,completed,5200,CUST1291,"Poor service, not worth the price.",https://www.oyorooms.com/50486
623,OYO Premium 407 South Delhi Grand Stay,Aruna Asaf Ali Marg,3749,25%,1603,5,51433,XYZ4923,confirmed,offline,1,12:00pm,completed,6200,CUST1494,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/51433
624,OYO Rooms 014 New Friends Colony Crossroad,CV Raman Marg,1399,25%,494,4,55151,XYZ4924,confirmed,offline,1,12:00pm,completed,4500,CUST1218,Excellent location and friendly staff.,https://www.oyorooms.com/55151
625,OYO Rooms 560 Vasant Vihar 2,Rao Tula Ram Marg,2749,25%,1965,3,84547,XYZ4925,confirmed,offline,1,1:00pm,completed,1200,CUST1295,Room was not clean upon arrival.,https://www.oyorooms.com/84547
626,OYO Homes 520 GK 1 M Block Market,Greater Kailash 1,1199,25%,1271,5,95773,XYZ4926,confirmed,offline,1,12:00pm,completed,3200,CUST1174,Very affordable with good facilities.,https://www.oyorooms.com/95773
627,OYO Elite 557 Panchsheel Enclave,Panchshila Park,1349,25%,2655,4,78280,XYZ4927,confirmed,offline,1,12:00pm,completed,6500,CUST1378,Would definitely recommend to others.,https://www.oyorooms.com/78280
628,OYO Rooms 253 New Friends Colony 2,New Friends colony,3349,25%,644,2,114916,XYZ4928,confirmed,offline,1,12:00pm,completed,4500,CUST1376,Check-in process was slow and frustrating.,https://www.oyorooms.com/114916
629,OYO Rooms 169 Near DPS Vasantkunj,Vasant Kunj,1949,25%,1603,4,204810,XYZ4929,confirmed,offline,1,4:30pm,completed,3566,CUST1470,"Great stay, very clean and comfortable.",https://www.oyorooms.com/204810
630,OYO Rooms 585 Near Sector 10 Metro Dwarka,"Sector 10 Dwarka, In front of metro station",1099,25%,207,5,207921,XYZ4930,confirmed,offline,1,3:30pm,completed,5444,CUST1024,Would definitely recommend to others.,https://www.oyorooms.com/207921
631,OYO Homes 275 Saket J Block,Saket,3549,25%,1682,4,208055,XYZ4931,confirmed,offline,1,12:30pm,completed,3682,CUST1130,Excellent location and friendly staff.,https://www.oyorooms.com/208055
632,OYO Premium 534 Dwarka Near Ramphal Chowk,Dwarka Palam Road,2249,25%,60,5,212120,XYZ4932,confirmed,offline,1,12:22pm,completed,4520,CUST1155,"Poor service, not worth the price.",https://www.oyorooms.com/212120
633,OYO Rooms 145 Paschim Vihar,Rohtak Road,1699,25%,1337,4,212519,XYZ4933,confirmed,offline,1,12:00pm,completed,4500,CUST1193,Very affordable with good facilities.,https://www.oyorooms.com/212519
634,OYO Rooms 249 Nehru Place Flyover,Greater Kailash 1,2399,25%,1342,5,213022,XYZ4934,confirmed,offline,1,9:52pm,completed,1520,CUST1478,Check-in process was slow and frustrating.,https://www.oyorooms.com/213022
635,OYO Rooms 280 J Block Vikaspuri Delhi,Vikaspuri,5099,25%,1393,3,61210,XYZ4935,confirmed,offline,1,9:50pm,completed,4502,CUST1067,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/61210
636,OYO Homes 110 Jangpura Ext,Jangpura Extension,1249,25%,494,5,82866,XYZ4936,confirmed,offline,1,4:50pm,completed,3600,CUST1284,"Great stay, very clean and comfortable.",https://www.oyorooms.com/82866
637,OYO Rooms 204 Rajendra Place Metro Station,East Patel Nagar,1599,25%,299,4,115279,XYZ4937,confirmed,offline,1,12:00pm,completed,6300,CUST1157,"Poor service, not worth the price.",https://www.oyorooms.com/115279
638,OYO Rooms 518 ZION Church Patel Nagar,East Patel nagar,1599,25%,1360,3,158699,XYZ4938,confirmed,offline,2,12:00pm,completed,3600,CUST1396,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/158699
639,OYO Rooms 263 PVR Vikas Puri,Vikas Puri,1799,25%,1271,5,183872,XYZ4939,confirmed,offline,2,12:00pm,completed,4500,CUST1418,Very affordable with good facilities.,https://www.oyorooms.com/183872
640,OYO Premium 232 Jasola Near DLF Tower,Jasola,1249,25%,352,2,187785,XYZ4940,confirmed,offline,2,12:00pm,completed,6500,CUST1084,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/187785
641,OYO Apartments 273 Dwarka Sector 12,Dwarka,1949,25%,358,4,201243,XYZ4941,confirmed,offline,2,1:30pm,completed,4500,CUST1344,Room was not clean upon arrival.,https://www.oyorooms.com/201243
642,OYO Premium 187 Hari Nagar,Hari Nagar,2099,25%,17,3,209850,XYZ4942,confirmed,offline,2,1:30pm,completed,3500,CUST1175,Check-in process was slow and frustrating.,https://www.oyorooms.com/209850
643,OYO Rooms 057 Dwarka Sector 19,Dwarka,6149,25%,332,4,80155,XYZ4943,confirmed,offline,2,12:00pm,completed,4500,CUST1024,Would definitely recommend to others.,https://www.oyorooms.com/80155
644,OYO Homes 456 Rani Bagh,Rani Bagh,1349,25%,1061,5,101124,XYZ4944,confirmed,offline,2,1:30pm,completed,6500,CUST1406,Room was not clean upon arrival.,https://www.oyorooms.com/101124
645,OYO Rooms 480 IGI Airport 4,"Road no 2, Mahipalpur",1449,25%,1013,5,106474,XYZ4945,confirmed,offline,2,12:00pm,completed,2500,CUST1470,Excellent location and friendly staff.,https://www.oyorooms.com/106474
646,OYO Premium 129 Dwarka Sector 7,Dwarka,3799,25%,1549,4,107303,XYZ4946,confirmed,offline,1,1:00pm,completed,3600,CUST1363,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/107303
647,OYO Homes 438 Janakpuri,Janak Puri,3549,25%,1337,3,107576,XYZ4947,confirmed,offline,2,12:00pm,completed,4500,CUST1052,Would definitely recommend to others.,https://www.oyorooms.com/107576
648,OYO Premium 050 Jasola DAV,Jasola,2099,25%,663,5,108248,XYZ4948,confirmed,offline,2,12:00pm,completed,5200,CUST1042,Would definitely recommend to others.,https://www.oyorooms.com/108248
649,OYO Rooms 203 llahi Bux Marg Karol Bagh,Karol Bagh,4399,25%,1983,4,110126,XYZ4949,confirmed,offline,2,12:33pm,completed,6930,CUST1479,"Average experience, nothing special.",https://www.oyorooms.com/110126
650,OYO Rooms 351 Saraswati Marg Karol Bagh,Saraswati Marg,1499,25%,416,2,113180,XYZ4950,confirmed,offline,2,12:22pm,completed,1520,CUST1472,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/113180
651,OYO Homes 501 Vasant Kunj Near Fortis,Shanti Kunj,1199,25%,299,3,114653,XYZ4951,confirmed,offline,2,3:00pm,completed,4500,CUST1211,Check-in process was slow and frustrating.,https://www.oyorooms.com/114653
652,OYO Premium 559 Connaught Place Travellers Delight,Connaught Circus,1899,25%,1488,4,14107,XYZ4952,confirmed,offline,2,12:00pm,completed,4500,CUST1403,Excellent location and friendly staff.,https://www.oyorooms.com/14107
653,OYO Rooms 522 Karol Bagh 17A-13 Gurudwara Road,Karol Bagh,3699,25%,52,3,14231,XYZ4953,confirmed,offline,2,12:00pm,completed,6500,CUST1399,Would definitely recommend to others.,https://www.oyorooms.com/14231
654,OYO Rooms 216 Ministry of Rural Development Delhi,East Patel Nagar,1449,25%,60,4,14725,XYZ4954,confirmed,offline,2,12:00pm,completed,4500,CUST1363,"Poor service, not worth the price.",https://www.oyorooms.com/14725
655,OYO Rooms 026 Karol Bagh,Karol Bagh,2199,25%,807,5,14855,XYZ4955,confirmed,offline,2,6:30pm,completed,6500,CUST1414,Room was not clean upon arrival.,https://www.oyorooms.com/14855
656,OYO Rooms 271 Near Hanuman Statue Karol Bagh,Karol Bagh,1349,25%,795,3,167617,XYZ4956,confirmed,offline,2,3:00pm,completed,6500,CUST1238,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/167617
657,OYO Premium 165 Rajouri Garden Metro Station,Rajouri Garden,3949,25%,160,1,173425,XYZ4957,confirmed,offline,2,12:55pm,completed,3255,CUST1337,Would definitely recommend to others.,https://www.oyorooms.com/173425
658,OYO Rooms 313 Channa Market 14A/4 Karol Bagh,Karol Bagh,2049,25%,1653,3,177643,XYZ4958,confirmed,offline,2,12:00pm,completed,2500,CUST1012,Excellent location and friendly staff.,https://www.oyorooms.com/177643
659,OYO Rooms 078 Ring Road GK1,Near Nehru Place,1449,25%,593,5,182813,XYZ4959,confirmed,offline,2,12:00pm,completed,4500,CUST1468,Check-in process was slow and frustrating.,https://www.oyorooms.com/182813
660,OYO Rooms 174 New Delhi Railway Station 2,Ram Nagar,2349,25%,352,4,183068,XYZ4960,confirmed,offline,2,12:00pm,completed,6500,CUST1221,"Average experience, nothing special.",https://www.oyorooms.com/183068
661,OYO Premium 546 Green Park Metro,Near Green Park Metro,1899,25%,358,2,186226,XYZ4961,confirmed,offline,2,12:33pm,completed,1230,CUST1257,"Average experience, nothing special.",https://www.oyorooms.com/186226
662,OYO Rooms 085 Hauz Khas District Park,Safdarjung Enclave,2999,25%,372,3,187479,XYZ4962,confirmed,offline,2,12:22pm,completed,8520,CUST1487,"Average experience, nothing special.",https://www.oyorooms.com/187479
663,OYO Rooms 301 Vasant Kunj Near DPS,Opposite DPS School Gate No. 1,1849,25%,707,5,187896,XYZ4963,confirmed,offline,2,9:52pm,completed,6520,CUST1067,Room was not clean upon arrival.,https://www.oyorooms.com/187896
664,OYO Rooms 530 Krishna Gali Near NDLS Gate 1,"Near New Delhi Railway Station, Paharganj",749,25%,887,4,188267,XYZ4964,confirmed,offline,1,12:50pm,completed,9600,CUST1251,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/188267
665,OYO Premium 137 Dwarka Sector 12,Dwarka,1349,25%,993,3,188354,XYZ4965,confirmed,offline,1,4:30pm,completed,6900,CUST1289,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/188354
666,OYO Rooms 314 10174/1 Gurudwara Road Karol Bagh,Karol Bagh,2549,25%,630,2,189767,XYZ4966,confirmed,offline,2,4:50pm,completed,3650,CUST1236,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/189767
667,OYO Rooms 653 Near Kailash Colony Metro,Kailash Colony,1649,25%,1061,1,191283,XYZ4967,confirmed,offline,2,1:00pm,completed,4500,CUST1236,"Great stay, very clean and comfortable.",https://www.oyorooms.com/191283
668,OYO Rooms 108 Near Karol Bagh Metro Station 1,Karol Bagh,1299,25%,822,4,1927,XYZ4968,confirmed,offline,2,4:00pm,completed,4500,CUST1451,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/1927
669,OYO Rooms 580 Karol Bagh 17A/59,"WEA, Karol Bag, Near RBL Bank",1549,25%,353,3,194761,XYZ4969,confirmed,offline,2,12:00pm,completed,6500,CUST1206,Excellent location and friendly staff.,https://www.oyorooms.com/194761
670,OYO Premium 239 Near Rajendra Nagar Metro Station,New Rajinder Nagar,1499,25%,202,5,195376,XYZ4970,confirmed,offline,2,12:00pm,completed,2500,CUST1347,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/195376
671,OYO Rooms 574 Near Kirti Nagar,Near Kirti Nagar Police Station,1099,25%,332,1,195718,XYZ4971,confirmed,offline,2,9:50pm,completed,3500,CUST1232,"Poor service, not worth the price.",https://www.oyorooms.com/195718
672,OYO Rooms 342 Near RK Ashram Metro Station 4,"Main Bazaar, Main Bazar Road, Paharganj",3449,25%,126,4,196059,XYZ4972,confirmed,offline,2,3:52pm,completed,4520,CUST1369,"Poor service, not worth the price.",https://www.oyorooms.com/196059
673,OYO Premium 141 Anand Vihar 2,Near Karkardooma Metro Station,1399,25%,39,3,197430,XYZ4973,confirmed,offline,2,3:33pm,completed,6530,CUST1002,"Poor service, not worth the price.",https://www.oyorooms.com/197430
674,OYO Rooms 209 Karol Bagh 13A/22,Karol Bagh,1999,25%,318,2,197711,XYZ4974,confirmed,offline,2,2:00pm,completed,7800,CUST1455,"Great stay, very clean and comfortable.",https://www.oyorooms.com/197711
675,OYO Rooms 455 Near Karol Bagh Metro Station 2,Karol Bagh,3799,25%,432,2,198523,XYZ4975,confirmed,offline,2,3:30pm,completed,3560,CUST1127,Room was not clean upon arrival.,https://www.oyorooms.com/198523
676,OYO Rooms 147 Karol Bagh 14A/7,Karol Bagh,2799,25%,59,4,202098,XYZ4976,confirmed,offline,2,4:00pm,completed,5200,CUST1033,"Poor service, not worth the price.",https://www.oyorooms.com/202098
677,OYO Premium 582 Pitampura,"Near Kohat Enclave Metro Station, Opposite Metro Pillar No. 332",2649,25%,178,3,202509,XYZ4977,confirmed,offline,2,5:30pm,completed,5200,CUST1048,Would definitely recommend to others.,https://www.oyorooms.com/202509
678,OYO Rooms 343 Main Bazar Paharganj 4350,"Kaseru Walan, Paharganj",2149,25%,854,4,204354,XYZ4978,confirmed,offline,3,12:00pm,completed,2600,CUST1094,Very affordable with good facilities.,https://www.oyorooms.com/204354
679,OYO Homes 328 Chhatarpur,"Maidan Garhi Road,Chattarpur",2749,25%,923,5,204478,XYZ4979,confirmed,offline,2,9:22pm,completed,3520,CUST1234,Room was not clean upon arrival.,https://www.oyorooms.com/204478
680,OYO Rooms 226 Near Jhandewalan Metro 1,Karol Bagh,2649,25%,244,4,204516,XYZ4980,confirmed,offline,2,4:22pm,completed,4520,CUST1118,Room was not clean upon arrival.,https://www.oyorooms.com/204516
681,OYO Rooms 265 Balaji Mandir Karol Bagh,Karol Bagh,4099,25%,926,5,204665,XYZ4981,confirmed,offline,2,12:00pm,completed,6500,CUST1369,Very affordable with good facilities.,https://www.oyorooms.com/204665
682,OYO Rooms 255 Karol Bagh Saraswati Marg,Karol Bagh,1849,25%,38,2,205108,XYZ4982,confirmed,offline,2,12:50pm,completed,2560,CUST1093,Very affordable with good facilities.,https://www.oyorooms.com/205108
683,OYO Rooms 274 Dwarka Sector 7,"Ramphal Chowk, Dwarka",1099,25%,750,4,205510,XYZ4983,confirmed,offline,2,12:56pm,completed,3560,CUST1282,"Average experience, nothing special.",https://www.oyorooms.com/205510
684,OYO Rooms 445 Saket Metro,Saiyad ul Ajaib,2999,25%,586,3,206684,XYZ4984,confirmed,offline,2,12:22pm,completed,3520,CUST1383,Check-in process was slow and frustrating.,https://www.oyorooms.com/206684
685,OYO Premium 140 Connaught Place,Barakhamba,2399,25%,588,3,207182,XYZ4985,confirmed,offline,2,12:00pm,completed,3600,CUST1117,Would definitely recommend to others.,https://www.oyorooms.com/207182
686,OYO Rooms 332 New Delhi Railway Station Paharganj,"Kaseru Walan, Paharganj",1749,25%,2,1,207186,XYZ4986,confirmed,offline,2,12:00pm,completed,3600,CUST1347,"Average experience, nothing special.",https://www.oyorooms.com/207186
687,OYO Homes 508 G Block Saket,Saket,1849,25%,675,5,207744,XYZ4987,confirmed,offline,2,12:00pm,completed,2500,CUST1055,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/207744
688,OYO Premium 334 Naraina,Naraina Vihar,1499,25%,240,3,208481,XYZ4988,confirmed,online,2,12:00pm,completed,2500,CUST1081,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/208481
689,OYO Premium 234 Paschim Vihar,Paschim Vihar,1949,25%,917,1,208984,XYZ4989,confirmed,online,2,12:00pm,completed,2500,CUST1350,Excellent location and friendly staff.,https://www.oyorooms.com/208984
690,OYO Homes 318 Kalkaji E Block,Kalkaji,1649,25%,1393,3,209287,XYZ4990,confirmed,online,2,12:00pm,completed,3600,CUST1481,Excellent location and friendly staff.,https://www.oyorooms.com/209287
691,OYO Premium 564 Nehru Place Ring Road,Nehru Place,1399,25%,225,4,210451,XYZ4991,confirmed,online,3,4:00pm,completed,3600,CUST1053,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/210451
692,OYO Rooms 228 Near RK Ashram Metro Station 2,Paharganj,1549,25%,102,5,210453,XYZ4992,confirmed,online,4,2:30pm,completed,4500,CUST1420,"Great stay, very clean and comfortable.",https://www.oyorooms.com/210453
693,OYO Apartments 202 Saket Extension,"Near Malkhan Singh Marg, Street no.16",2049,25%,179,5,210663,XYZ4993,confirmed,online,2,6:00pm,completed,4500,CUST1449,Room was not clean upon arrival.,https://www.oyorooms.com/210663
694,OYO Rooms 093 Kalkaji Mandir Delhi,Kalkaji,2449,25%,6,3,211193,XYZ4994,confirmed,online,1,12:00pm,completed,6500,CUST1212,Would definitely recommend to others.,https://www.oyorooms.com/211193
695,OYO Premium 008 IGI Airport Link Road,"Mahipalpur, NH -8, Near IGI Airport, Delhi Gurgaon Expy, Block RZ, Mahipalpur Village",4449,25%,278,5,211221,XYZ4995,confirmed,online,1,9:50pm,completed,4500,CUST1011,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/211221
696,OYO Rooms 629 New Rohtak Road Karol Bagh,"Rohtak Road, Karol Bagh",1899,25%,28,2,212521,XYZ4996,confirmed,online,2,12:00pm,completed,6300,CUST1435,Very affordable with good facilities.,https://www.oyorooms.com/212521
697,OYO Rooms 319 IGI Airport Near Fun N Food Village,"Kapashera Road, Bijwasan",2349,25%,164,2,213145,XYZ4997,confirmed,online,2,12:00pm,completed,6300,CUST1082,Very affordable with good facilities.,https://www.oyorooms.com/213145
698,OYO Rooms 119 New Delhi Railway Station,Paharganj,1349,25%,1044,3,213740,XYZ4998,confirmed,online,2,12:00pm,completed,4800,CUST1102,Excellent location and friendly staff.,https://www.oyorooms.com/213740
699,OYO Premium 189 GK 1 R Block,Greater Kailash Part - 1,2099,25%,20,4,37851,XYZ4999,confirmed,online,2,12:00pm,completed,5400,CUST1377,"Great stay, very clean and comfortable.",https://www.oyorooms.com/37851
700,OYO Rooms 094 Karol Bagh 53/1,Karol Bagh,1899,25%,568,4,40090,XYZ5000,confirmed,online,2,4:00pm,completed,6500,CUST1211,"Poor service, not worth the price.",https://www.oyorooms.com/40090
701,OYO Rooms 097 Gaffar Market Karol Bagh,"Karol Bagh, New Delhi",1299,25%,373,4,44092,XYZ5001,confirmed,online,2,3:00pm,completed,7800,CUST1378,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/44092
